text,label,type,text_clean,label_id
"card bị k dc, lỗi chip, làm j cả ngày",CARD_ISSUE,aug_2,"card bị k dc, lỗi chip, làm j cả ngày",0
"Điện thoại bị hư, cài lại app ngân hàng thì làm sao?",APP_LOGIN,seed,"Điện thoại bị hư, cài lại app ngân hàng thì làm sao?",1
"Tk loi, ko dc chuyen tien",TRANSACTION,aug_1,"Tk loi, ko dc chuyen tien",2
Tải app lại trên điện thoại mới nhưng đăng nhập lại ko được,APP_LOGIN,seed,Tải app lại trên điện thoại mới nhưng đăng nhập lại ko được,1
"Ko ăn thua, chuyển money nhầm tk",TRANSACTION,aug_1,"Ko ăn thua, chuyển money nhầm tk",2
"Cho hỏi lãi suất vay tín chấp qua lương, bực quá cao",LOAN_SAVING,seed,"Cho hỏi lãi suất vay tín chấp qua lương, bực quá cao",3
"Đang nhap bang FaceID bi loi, huhu",APP_LOGIN,aug_2,"Đang nhap bang FaceID bi loi, huhu",1
"Thẻ atm bị khóa, nhập sai, alo ad ơi",CARD_ISSUE,seed,"Thẻ atm bị khóa, nhập sai, alo ad ơi",0
"Ko ăn nhập, thẻ atm bị khóa",CARD_ISSUE,seed,"Ko ăn nhập, thẻ atm bị khóa",0
"Gap loi khi chuyen tien, buc qua",TRANSACTION,aug_2,"Gap loi khi chuyen tien, buc qua",2
"Lom cai ma PIN đi roi, huhu",CARD_ISSUE,aug_1,"Lom cai ma PIN đi roi, huhu",0
"tk bị lỗi, ko vào hệ thống dc, bực quá",OTHERS,seed,"tk bị lỗi, ko vào hệ thống dc, bực quá",5
"card chip bị hỏng, cần đổi mới ngay",CARD_ISSUE,aug_2,"card chip bị hỏng, cần đổi mới ngay",0
"Vs tk nó bị lỗi, ko vào dc",FRAUD_REPORT,seed,"Vs tk nó bị lỗi, ko vào dc",4
"Sao tk bị khóa nhỉ, mở lại nhanh lên alo ad ơi",APP_LOGIN,seed,"Sao tk bị khóa nhỉ, mở lại nhanh lên alo ad ơi",1
Gui tiet kiem ngan hang nay co loi nhuan khong?,LOAN_SAVING,aug_2,Gui tiet kiem ngan hang nay co loi nhuan khong?,3
"Ko ăn quá, bị hack thẻ",FRAUD_REPORT,seed,"Ko ăn quá, bị hack thẻ",4
"Tk của tôi bị lỗi, cần khắc phục gấp",OTHERS,seed,"Tk của tôi bị lỗi, cần khắc phục gấp",5
"App ngân hàng toang, cần giúp dc không?",APP_LOGIN,seed,"App ngân hàng toang, cần giúp dc không?",1
"Add ơi, sao kê lương cần những giấy tờ gì?",LOAN_SAVING,seed,"Add ơi, sao kê lương cần những giấy tờ gì?",3
Can giup đo ve đang nhap app ngan hang,APP_LOGIN,aug_1,Can giup đo ve đang nhap app ngan hang,1
Noi minh la cong an nhung tieng ko tu nhien,FRAUD_REPORT,aug_2,Noi minh la cong an nhung tieng ko tu nhien,4
"Thẻ chip bị hư quá, ko quẹt dc",CARD_ISSUE,seed,"Thẻ chip bị hư quá, ko quẹt dc",0
"Thẻ atm bị lỗi, ko rút dc tiền",FRAUD_REPORT,seed,"Thẻ atm bị lỗi, ko rút dc tiền",4
"card tín dụng bị lag k dc thanh toán, huhu",FRAUD_REPORT,aug_1,"card tín dụng bị lag k dc thanh toán, huhu",4
"Nộp lúa vào tk, k dc gì cả, alo ad ơi",TRANSACTION,aug_2,"Nộp lúa vào tk, k dc gì cả, alo ad ơi",2
Lam sao co the sao ke luong 3 thang nhi?,LOAN_SAVING,aug_2,Lam sao co the sao ke luong 3 thang nhi?,3
Gửi tiết kiệm có thể gửi thêm lúa hong,LOAN_SAVING,aug_1,Gửi tiết kiệm có thể gửi thêm lúa hong,3
"App ngân hàng trên điện thoại mới ko quẹt dc, hư cái j",APP_LOGIN,seed,"App ngân hàng trên điện thoại mới ko quẹt dc, hư cái j",1
Mới cài app lại mà登 nhập lại ko được,APP_LOGIN,seed,Mới cài app lại mà登 nhập lại ko được,1
Lãi suất tiết kiệm cao nhất hiện tại là bao nhiêu?,LOAN_SAVING,seed,Lãi suất tiết kiệm cao nhất hiện tại là bao nhiêu?,3
"Faceid ko nhận diện, mở app ko dc, add ơi",APP_LOGIN,seed,"Faceid ko nhận diện, mở app ko dc, add ơi",1
"FaceID loi, k dc vao, huhu can giup",APP_LOGIN,aug_1,"FaceID loi, k dc vao, huhu can giup",1
"Thẻ atm bị lỗi, ko dc quẹt, bực quá",OTHERS,seed,"Thẻ atm bị lỗi, ko dc quẹt, bực quá",5
Tỷ giá đô la hiện tại có lên không?,OTHERS,seed,Tỷ giá đô la hiện tại có lên không?,5
"Ngỏm quá, thẻ bị lỗi",CARD_ISSUE,seed,"Ngỏm quá, thẻ bị lỗi",0
"Bực quá, thẻ bị lỏ cần giúp gấp",TRANSACTION,aug_2,"Bực quá, thẻ bị lỏ cần giúp gấp",2
"Lãi suất tiết kiệm hàng tháng hay hàng quý, mình muốn biết",LOAN_SAVING,seed,"Lãi suất tiết kiệm hàng tháng hay hàng quý, mình muốn biết",3
"Chuyển tiền bị hư, alo add ơi",TRANSACTION,seed,"Chuyển tiền bị hư, alo add ơi",2
"Thẻ chưa về, bực quá",CARD_ISSUE,seed,"Thẻ chưa về, bực quá",0
Vay tin chap co phi gi khong?,LOAN_SAVING,aug_2,Vay tin chap co phi gi khong?,3
"Gấp lắm, sao chuyển tiền mãi ko vào",TRANSACTION,seed,"Gấp lắm, sao chuyển tiền mãi ko vào",2
"Toang roài, thẻ tín dụng bị lộ",FRAUD_REPORT,seed,"Toang roài, thẻ tín dụng bị lộ",4
"Hư quá, sao kê ko dc, alo ad giúp với",LOAN_SAVING,seed,"Hư quá, sao kê ko dc, alo ad giúp với",3
"Alo ad ơi, chuyển nhầm tk cần làm sao",TRANSACTION,seed,"Alo ad ơi, chuyển nhầm tk cần làm sao",2
"lag hệ thống, chuyển xèng ko dc, cần giúp vs",TRANSACTION,aug_2,"lag hệ thống, chuyển xèng ko dc, cần giúp vs",2
"Alo, thẻ bị nuốt tại ATM, bực quá",CARD_ISSUE,seed,"Alo, thẻ bị nuốt tại ATM, bực quá",0
"Tỷ giá euro hôm nay lên hay xuống, mình cần biết để tk",OTHERS,seed,"Tỷ giá euro hôm nay lên hay xuống, mình cần biết để tk",5
Ko ăn đc chi phí cuộc gọi quảng cáo này,OTHERS,aug_1,Ko ăn đc chi phí cuộc gọi quảng cáo này,5
"Hu qua, sao ke luong tren may bi loi, lam lai cho minh",LOAN_SAVING,aug_1,"Hu qua, sao ke luong tren may bi loi, lam lai cho minh",3
"Cái ứng dụng nó ko ăn, ko gửi mã otp về",APP_LOGIN,seed,"Cái ứng dụng nó ko ăn, ko gửi mã otp về",1
"Vs tk ngan hang loi, gui ma otp khong đen",APP_LOGIN,aug_2,"Vs tk ngan hang loi, gui ma otp khong đen",1
"Bi khoa tk, mo lai giup alo ad oi",APP_LOGIN,aug_2,"Bi khoa tk, mo lai giup alo ad oi",1
Bị lag gì mà lãi suất gửi tiết kiệm lại thấp thế?,LOAN_SAVING,aug_1,Bị lag gì mà lãi suất gửi tiết kiệm lại thấp thế?,3
"Alo ad ơi, chuyển xèng cho tk người thân mà bug chưa vào",TRANSACTION,aug_1,"Alo ad ơi, chuyển xèng cho tk người thân mà bug chưa vào",2
E bi lua đao qua mang ho tro tk,FRAUD_REPORT,aug_1,E bi lua đao qua mang ho tro tk,4
Tk lương 3 tháng gần đây bị lỏ ad ơi giúp dc,LOAN_SAVING,aug_2,Tk lương 3 tháng gần đây bị lỏ ad ơi giúp dc,3
Lỡ click vào link lạ bây giờ mất tiền DC,FRAUD_REPORT,seed,Lỡ click vào link lạ bây giờ mất tiền DC,4
"Tk lỗi, chuyển tiền cho bố chưa vào",TRANSACTION,seed,"Tk lỗi, chuyển tiền cho bố chưa vào",2
"Sổ tiết kiệm bị toang, ko vào dc, hư hỏng",LOAN_SAVING,seed,"Sổ tiết kiệm bị toang, ko vào dc, hư hỏng",3
"Tk bị khóa vì chuyển lúa sai, DC mở lại giúp mình",TRANSACTION,aug_1,"Tk bị khóa vì chuyển lúa sai, DC mở lại giúp mình",2
"Sao vào app ngân hàng lại lỗi nhỉ, huhu",APP_LOGIN,seed,"Sao vào app ngân hàng lại lỗi nhỉ, huhu",1
"Ngỏm quá, lãi suất gửi tiết kiệm giảm nữa à?",LOAN_SAVING,seed,"Ngỏm quá, lãi suất gửi tiết kiệm giảm nữa à?",3
"Alo ad oi, sao ke luong 3 thang bi hu",LOAN_SAVING,aug_2,"Alo ad oi, sao ke luong 3 thang bi hu",3
"Thẻ atm bị trầy, ko quẹt dc",TRANSACTION,seed,"Thẻ atm bị trầy, ko quẹt dc",2
"The atm cua to bi k dc quet, buc qua",OTHERS,aug_2,"The atm cua to bi k dc quet, buc qua",5
"Huhu, thẻ của mình bị ngỏm rồi, làm j đc",OTHERS,seed,"Huhu, thẻ của mình bị ngỏm rồi, làm j đc",5
"E cần giúp đỡ, chuyển lúa nhưng người nhận chưa có tiền",TRANSACTION,aug_2,"E cần giúp đỡ, chuyển lúa nhưng người nhận chưa có tiền",2
"Gấp lắm, chuyển tiền cho con ăn học chưa vào",TRANSACTION,seed,"Gấp lắm, chuyển tiền cho con ăn học chưa vào",2
"Chuyen tien sai, gio ko lay lai dc, cam on ad giup",TRANSACTION,aug_1,"Chuyen tien sai, gio ko lay lai dc, cam on ad giup",2
Ko hiểu sao lại bị mất money hỗ trợ vs,FRAUD_REPORT,aug_2,Ko hiểu sao lại bị mất money hỗ trợ vs,4
"Toang hết, có người gọi điện tự xưng công an",FRAUD_REPORT,seed,"Toang hết, có người gọi điện tự xưng công an",4
"Chuyen khoan chua dc, nguoi nhan bao chua co tien, k dc",TRANSACTION,aug_2,"Chuyen khoan chua dc, nguoi nhan bao chua co tien, k dc",2
"Giao dich ko thanh cong, huhu",TRANSACTION,aug_1,"Giao dich ko thanh cong, huhu",2
Noi minh la ngan hang nhung yeu cau tao gui tien qua mang,FRAUD_REPORT,aug_1,Noi minh la ngan hang nhung yeu cau tao gui tien qua mang,4
"Thẻ atm bị khóa vì nhập sai mã pin, alo add",CARD_ISSUE,seed,"Thẻ atm bị khóa vì nhập sai mã pin, alo add",0
"Alo, thẻ atm bị hư, cần hỗ trợ",OTHERS,seed,"Alo, thẻ atm bị hư, cần hỗ trợ",5
"Gấp lắm, cần chuyển tiền, ko ăn thua",TRANSACTION,seed,"Gấp lắm, cần chuyển tiền, ko ăn thua",2
"Rút tiền ko dc, tk bị lỗi, cần giúp đỡ",TRANSACTION,seed,"Rút tiền ko dc, tk bị lỗi, cần giúp đỡ",2
"The cua t bi hu, ko su dung dc, can ho tro gap lam",CARD_ISSUE,aug_1,"The cua t bi hu, ko su dung dc, can ho tro gap lam",0
"Gap lam, sao the bi khoa",OTHERS,aug_1,"Gap lam, sao the bi khoa",5
"Tự nhiên FaceID ko hoạt động, vs ra sao?",APP_LOGIN,seed,"Tự nhiên FaceID ko hoạt động, vs ra sao?",1
"K dc rồi, tài khoản mất lúa ko biết lý do",FRAUD_REPORT,aug_1,"K dc rồi, tài khoản mất lúa ko biết lý do",4
"card bị lỗi, k dc quẹt, cần đổi",CARD_ISSUE,aug_1,"card bị lỗi, k dc quẹt, cần đổi",0
Tk tôi bị lag cần hỗ trợ gấp,OTHERS,aug_1,Tk tôi bị lag cần hỗ trợ gấp,5
"Thẻ tk bị bong tróc, k dc sử dụng",CARD_ISSUE,seed,"Thẻ tk bị bong tróc, k dc sử dụng",0
"Tk ngân hàng bị bug sau khi bị lừa đảo, xử lý thế nào",FRAUD_REPORT,aug_2,"Tk ngân hàng bị bug sau khi bị lừa đảo, xử lý thế nào",4
"Alo ad ơi, atm bị hư, tìm atm khác gần đâyma",OTHERS,seed,"Alo ad ơi, atm bị hư, tìm atm khác gần đâyma",5
Bị nợ xấu có vay dc không?,LOAN_SAVING,seed,Bị nợ xấu có vay dc không?,3
"Phi giao dich cao qua, buc that",TRANSACTION,aug_2,"Phi giao dich cao qua, buc that",2
Vay tín chấp để mua xe máy dc không?,LOAN_SAVING,seed,Vay tín chấp để mua xe máy dc không?,3
"Ko ăn thua, bị lừa qua app",FRAUD_REPORT,seed,"Ko ăn thua, bị lừa qua app",4
Tui cần hỗ trợ về thẻ tín dụng bị lộ thông tin,FRAUD_REPORT,seed,Tui cần hỗ trợ về thẻ tín dụng bị lộ thông tin,4
"Vào ATM nó ngỏm thẻ luôn, bực quá",CARD_ISSUE,seed,"Vào ATM nó ngỏm thẻ luôn, bực quá",0
Gửi tiết kiệm có thể gửi thêm tiền không?,LOAN_SAVING,seed,Gửi tiết kiệm có thể gửi thêm tiền không?,3
"May moi, app ngan hang ko đang nhap dc, buc qua",APP_LOGIN,aug_1,"May moi, app ngan hang ko đang nhap dc, buc qua",1
"Add oi, huong dan vay tin chap qua luong",LOAN_SAVING,aug_1,"Add oi, huong dan vay tin chap qua luong",3
"Gửi tiết kiệm có thể chuyển khoản không, k dc gửi trực tiếp",LOAN_SAVING,seed,"Gửi tiết kiệm có thể chuyển khoản không, k dc gửi trực tiếp",3
"Huhu, atm gần nhà tớ bị hư, tìm atm khác gần đấy dc không",OTHERS,seed,"Huhu, atm gần nhà tớ bị hư, tìm atm khác gần đấy dc không",5
Tk e bị access trái phép dc làm sao,FRAUD_REPORT,seed,Tk e bị access trái phép dc làm sao,4
"Ko rut dc tien tu the, huhu",OTHERS,aug_2,"Ko rut dc tien tu the, huhu",5
"Tk ngân hàng bị vấn đề, FaceID ko dc",APP_LOGIN,seed,"Tk ngân hàng bị vấn đề, FaceID ko dc",1
Napas 24/7 ko ăn card huhu,TRANSACTION,aug_2,Napas 24 7 ko ăn card huhu,2
Napas 24/7 bug quá không biết làm sao,TRANSACTION,aug_2,Napas 24 7 bug quá không biết làm sao,2
Người nhận báo chưa có lúa kiểm tra lại giúp,TRANSACTION,aug_2,Người nhận báo chưa có lúa kiểm tra lại giúp,2
"Lỗi hệ thống, ko đăng ký dc, giúp vs",LOAN_SAVING,seed,"Lỗi hệ thống, ko đăng ký dc, giúp vs",3
"Thẻ của tui bị khóa, ko dc sử dụng",FRAUD_REPORT,seed,"Thẻ của tui bị khóa, ko dc sử dụng",4
"Alo ad, cho hỏi giờ làm việc của chi nhánh ngân hàng",OTHERS,seed,"Alo ad, cho hỏi giờ làm việc của chi nhánh ngân hàng",5
"Ngỏm quá, vừa nhận đc tin nhắn lạ, sợ mất money",FRAUD_REPORT,aug_1,"Ngỏm quá, vừa nhận đc tin nhắn lạ, sợ mất money",4
"Điện thoại mới, app ngân hàng lỗi, đăng nhập lại sao?",APP_LOGIN,seed,"Điện thoại mới, app ngân hàng lỗi, đăng nhập lại sao?",1
Napas 24/7 no loi qua buc qua,TRANSACTION,aug_2,Napas 24 7 no loi qua buc qua,2
"Máy mới, app ngân hàng ko hoạt động, cần hỗ trợ",APP_LOGIN,seed,"Máy mới, app ngân hàng ko hoạt động, cần hỗ trợ",1
"Alo ad, the tin dung bi hack",FRAUD_REPORT,aug_2,"Alo ad, the tin dung bi hack",4
"Gấp lắm, vừa ấn vào link lạ trên twitter, sợ bị mất tiền",FRAUD_REPORT,seed,"Gấp lắm, vừa ấn vào link lạ trên twitter, sợ bị mất tiền",4
Thẻ tk tôi bị khóa do nhập sai mk quá 3 lần,CARD_ISSUE,seed,Thẻ tk tôi bị khóa do nhập sai mk quá 3 lần,0
"App ngan hang bi loi, can cap nhat moi",APP_LOGIN,aug_1,"App ngan hang bi loi, can cap nhat moi",1
"Lỗi faceid, cần hỗ trợ gấp lắm",APP_LOGIN,seed,"Lỗi faceid, cần hỗ trợ gấp lắm",1
"Thẻ tk bị lỗi, cần hỗ trợ gấp",CARD_ISSUE,seed,"Thẻ tk bị lỗi, cần hỗ trợ gấp",0
bug gì mà ngân hàng lại ko cho gửi tiết kiệm với lãi suất cao huhu,LOAN_SAVING,aug_1,bug gì mà ngân hàng lại ko cho gửi tiết kiệm với lãi suất cao huhu,3
"Chuyển tiền bị treo, cần giúp đỡ gấp",TRANSACTION,seed,"Chuyển tiền bị treo, cần giúp đỡ gấp",2
"Alo ad oi, tk bi loi, mat tien khong hieu",FRAUD_REPORT,aug_2,"Alo ad oi, tk bi loi, mat tien khong hieu",4
"Tự nhiên thẻ ko ăn, kiểm tra giúp",TRANSACTION,seed,"Tự nhiên thẻ ko ăn, kiểm tra giúp",2
"Alo, chuyen tien qua atm, nguoi nhan chua co tien, hu hong gi vay",TRANSACTION,aug_1,"Alo, chuyen tien qua atm, nguoi nhan chua co tien, hu hong gi vay",2
"Huhu, khong biet lam sao đe vay đuoc",LOAN_SAVING,aug_2,"Huhu, khong biet lam sao đe vay đuoc",3
"E cần chuyển tiền nhưng người nhận báo chưa có tiền, alo ad ơi",TRANSACTION,seed,"E cần chuyển tiền nhưng người nhận báo chưa có tiền, alo ad ơi",2
"Thẻ ngân hàng trên điện thoại cũ, đăng nhập lại trên máy mới thế nào?",APP_LOGIN,seed,"Thẻ ngân hàng trên điện thoại cũ, đăng nhập lại trên máy mới thế nào?",1
"Tìm không thấy giờ làm việc của ngân hàng, huhu",OTHERS,seed,"Tìm không thấy giờ làm việc của ngân hàng, huhu",5
"Loi gi vay, chuyen tien cho ban ko đen",TRANSACTION,aug_1,"Loi gi vay, chuyen tien cho ban ko đen",2
"lỏ gì vậy, chuyển tiền cho bạn ko đến",TRANSACTION,aug_2,"lỏ gì vậy, chuyển tiền cho bạn ko đến",2
"Vs mình k cần bảo hiểm, ngừng gọi điện đi",OTHERS,seed,"Vs mình k cần bảo hiểm, ngừng gọi điện đi",5
"Tk bi khoa, loi gi the nay, mo lai dc khong?",APP_LOGIN,aug_2,"Tk bi khoa, loi gi the nay, mo lai dc khong?",1
"Thẻ của tớ bị lỗi, cần giúp đỡ gấp",OTHERS,seed,"Thẻ của tớ bị lỗi, cần giúp đỡ gấp",5
"FaceID nó hư, cần đổi hoặc sửa, add ơi",APP_LOGIN,seed,"FaceID nó hư, cần đổi hoặc sửa, add ơi",1
Đổi điện thoại mới rồi đăng nhập lại ko dc,APP_LOGIN,seed,Đổi điện thoại mới rồi đăng nhập lại ko dc,1
Tk bị bug ko chuyển dc money vs dc,TRANSACTION,aug_2,Tk bị bug ko chuyển dc money vs dc,2
"Tk the bi khoa, ngom qua, lam sao mo lai",CARD_ISSUE,aug_1,"Tk the bi khoa, ngom qua, lam sao mo lai",0
"Lương 10tr/tháng, dc vay bao nhiều?",LOAN_SAVING,seed,"Lương 10tr tháng, dc vay bao nhiều?",3
"Huhu, ko đủ điều kiện vay tín chấp qua lương",LOAN_SAVING,seed,"Huhu, ko đủ điều kiện vay tín chấp qua lương",3
"Alo, tk bi loi, can ho tro ngay",OTHERS,aug_1,"Alo, tk bi loi, can ho tro ngay",5
Thẻ bị lỗi không lấy dc tiền,CARD_ISSUE,seed,Thẻ bị lỗi không lấy dc tiền,0
"gap lam, tk bi ko hoat đong, ad oi giup vs",OTHERS,aug_1,"gap lam, tk bi ko hoat đong, ad oi giup vs",5
"Làm sao lấy lại tiền, bực quá!",FRAUD_REPORT,seed,"Làm sao lấy lại tiền, bực quá!",4
"bug hệ thống, cần hỗ trợ về giờ làm việc của ngân hàng",OTHERS,aug_1,"bug hệ thống, cần hỗ trợ về giờ làm việc của ngân hàng",5
Tui muốn tất toán sổ tiết kiệm nhưng hệ thống báo lỏ,LOAN_SAVING,aug_1,Tui muốn tất toán sổ tiết kiệm nhưng hệ thống báo lỏ,3
"FaceID ko ăn, cần hỗ trợ gấp lắm",APP_LOGIN,seed,"FaceID ko ăn, cần hỗ trợ gấp lắm",1
Thẻ bị ngỏm cần giúp đỡ gấp,CARD_ISSUE,seed,Thẻ bị ngỏm cần giúp đỡ gấp,0
Lãi suất gửi tiết kiệm có thay đổi hàng tháng k,LOAN_SAVING,aug_2,Lãi suất gửi tiết kiệm có thay đổi hàng tháng k,3
"Tk lương bị hư, cần sao kê để chứng minh",LOAN_SAVING,seed,"Tk lương bị hư, cần sao kê để chứng minh",3
"Chuyển nhầm số tk rồi, làm sao lấy lại dc ko?",TRANSACTION,seed,"Chuyển nhầm số tk rồi, làm sao lấy lại dc ko?",2
"Chuyển khoản, lỗi rồi, k dc",TRANSACTION,seed,"Chuyển khoản, lỗi rồi, k dc",2
"Tất toán sổ online, ngỏm quá, alo ad ơi",LOAN_SAVING,seed,"Tất toán sổ online, ngỏm quá, alo ad ơi",3
"The atm ko rut dc tien, toang het",CARD_ISSUE,aug_2,"The atm ko rut dc tien, toang het",0
Nợ cũ rồi có vay dc thêm k,LOAN_SAVING,aug_2,Nợ cũ rồi có vay dc thêm k,3
"The atm bi hong, lam lai dc khong",TRANSACTION,aug_1,"The atm bi hong, lam lai dc khong",2
"FaceID ko ăn, mở app ko dc, alo ad",APP_LOGIN,seed,"FaceID ko ăn, mở app ko dc, alo ad",1
"Thẻ tk bị bug sợ mất tiền, vì nhấn link lạ",FRAUD_REPORT,aug_2,"Thẻ tk bị bug sợ mất tiền, vì nhấn link lạ",4
Bị gọi điện nói tao cần cấp cứu tài khoản,FRAUD_REPORT,seed,Bị gọi điện nói tao cần cấp cứu tài khoản,4
Chi nhánh nào gần nhà mở cửa sớm nhất vs,OTHERS,seed,Chi nhánh nào gần nhà mở cửa sớm nhất vs,5
"Sao FaceID lai loi, lam sao đc?",APP_LOGIN,aug_1,"Sao FaceID lai loi, lam sao đc?",1
Thẻ bị hư hỏng không sử dụng dc,CARD_ISSUE,seed,Thẻ bị hư hỏng không sử dụng dc,0
"Bị trừ lúa ko rõ lý do, toang hết, huhu cần hỗ trợ gấp lắm",FRAUD_REPORT,aug_1,"Bị trừ lúa ko rõ lý do, toang hết, huhu cần hỗ trợ gấp lắm",4
"Nạp tiền vs ko dc, otp bị lỗi",APP_LOGIN,seed,"Nạp tiền vs ko dc, otp bị lỗi",1
"May moi, tai app bank ve nhung ko vao dc",APP_LOGIN,aug_2,"May moi, tai app bank ve nhung ko vao dc",1
"Gap lam, muon tat toan online, k dc",LOAN_SAVING,aug_2,"Gap lam, muon tat toan online, k dc",3
"Gấp lắm, cần sao kê lương 3 tháng, alo ad",LOAN_SAVING,seed,"Gấp lắm, cần sao kê lương 3 tháng, alo ad",3
"Hỏi ad ơi, gửi tiết kiệm có rút dc tiền trước hạn ko?",LOAN_SAVING,seed,"Hỏi ad ơi, gửi tiết kiệm có rút dc tiền trước hạn ko?",3
"Thẻ bị kẹt máy atm, huhu",OTHERS,seed,"Thẻ bị kẹt máy atm, huhu",5
"Thẻ atm bị toang, ko sử dụng dc, đổi mới dc không?",FRAUD_REPORT,seed,"Thẻ atm bị toang, ko sử dụng dc, đổi mới dc không?",4
"Alo, co nguoi gia cong an goi, hu qua",FRAUD_REPORT,aug_1,"Alo, co nguoi gia cong an goi, hu qua",4
"Ko bik, sao thẻ lại bị trừ tiền mà ko có lý do",TRANSACTION,seed,"Ko bik, sao thẻ lại bị trừ tiền mà ko có lý do",2
"The bi loi, can ho tro ngay",CARD_ISSUE,aug_1,"The bi loi, can ho tro ngay",0
